source_airport,dest_airport,airline,equipment
KAJ,HEL,AY,AT7
KAO,HEL,AY,AT7
KEF,HEL,AY,75W
KEM,HEL,AY,AT7
KIX,HEL,AY,333
KOK,HEL,AY,AT7
KRK,HEL,AY,319 321 32B
KUO,HEL,AY,319
LED,HEL,AY,ATR
LIS,AMS,AY,320 319
LIS,BRU,AY,321 320 100 319
LIS,GVA,AY,320 321
LIS,HEL,AY,320
LIS,ZRH,AY,321
LJU,HEL,AY,320
MAD,HEL,AY,321
MAD,VGO,AY,32S
MAD,VLC,AY,CR9
MEL,HKG,AY,333
MHQ,HEL,AY,AT7
MMX,BMA,AY,AR8 AR1
MSQ,HEL,AY,CR2 733
MXP,HEL,AY,321 320 32B
NCE,HEL,AY,320 32B
NGO,HEL,AY,333
NRK,HEL,AY,AT7
NRT,HEL,AY,788 333
OPO,ZRH,AY,320 319
OSL,AAL,AY,J31
OSL,HEL,AY,319
OUL,HEL,AY,319 320
PEK,HEL,AY,333
PNA,MAD,AY,CR9
PRG,HEL,AY,319 321 320
PVG,HEL,AY,343
RIX,HEL,AY,AT7
RVN,HEL,AY,319 320 321
SIN,HEL,AY,343
SVL,HEL,AY,AT7
SVO,HEL,AY,319 320
SVX,HEL,AY,319
SYD,HKG,AY,388 744
TAY,HEL,AY,AT7
TKU,HEL,AY,AT7 ATR
TLL,HEL,AY,ATR AT7
TLV,HEL,AY,320
TMP,HEL,AY,AT7 ATR
UME,BMA,AY,AR1 AR8
VAA,HEL,AY,319 32B
VGO,MAD,AY,32S
VLC,MAD,AY,CR9 CR2
VNO,HEL,AY,E90 E70 AT7
WAW,HEL,AY,E70 E90
XIY,HEL,AY,333
AAL,AMS,AZ,E90
ACC,FCO,AZ,330
AES,AMS,AZ,E90
AGP,FCO,AZ,319 320
AHO,LIN,AZ,319
AHO,TRN,AZ,319
AMM,FCO,AZ,32S 319
AMS,AAL,AZ,E90
AMS,AES,AZ,E90
AMS,ARN,AZ,737
AMS,BGO,AZ,E90 737
AMS,BLL,AZ,737 F70 E90
AMS,BLQ,AZ,E90
AMS,BRE,AZ,F70
AMS,BRS,AZ,E90
AMS,CGN,AZ,F70
AMS,CPT,AZ,777
AMS,CWL,AZ,F70
AMS,DUS,AZ,F70
AMS,DXB,AZ,777
AMS,FCO,AZ,321 32S 320 319
AMS,FLR,AZ,E90
AMS,GLA,AZ,737
AMS,HAJ,AZ,E90 F70
AMS,HUY,AZ,F70
AMS,KRS,AZ,E90 F70
AMS,LBA,AZ,F70
AMS,LIM,AZ,77W 777
AMS,MME,AZ,F70
AMS,NBO,AZ,747
AMS,NWI,AZ,F70
AMS,PTY,AZ,777 77W
AMS,SVG,AZ,E90 737
AMS,TRD,AZ,E90
AMS,TRF,AZ,E90
AMS,TXL,AZ,737
AMS,VCE,AZ,737
AOI,FCO,AZ,E75
ARN,AMS,AZ,737
ATL,HOU,AZ,M88
AUH,BKK,AZ,77W
AUH,CGK,AZ,332 77W
AUH,CTU,AZ,332
AUH,FCO,AZ,330
AUH,JNB,AZ,332
AUH,KHI,AZ,320
AUH,KRT,AZ,320
AUH,KUL,AZ,332
AUH,MEL,AZ,77W
AUH,MLE,AZ,320
AUH,MXP,AZ,332
AUH,NBO,AZ,320
AUH,SEZ,AZ,320
AUH,SYD,AZ,77W 346
BAY,OTP,AZ,AT5
BCN,FCO,AZ,32S 320 319 321
BCN,LIN,AZ,E75
BCN,PMI,AZ,E90
BCN,TFN,AZ,738
BDS,FCO,AZ,32S 319 321 320
BDS,LIN,AZ,E90 319 E75 32S
BEG,FCO,AZ,E90 E75 32S 319
BEG,MXP,AZ,733
BEY,FCO,AZ,32S 320 319
BEY,MXP,AZ,320
BGO,AMS,AZ,737 E90
BIO,FCO,AZ,320 32S
BKK,AUH,AZ,77W
BLL,AMS,AZ,737 F70 E90
BLQ,AMS,AZ,E90
BLQ,FCO,AZ,319 E75
BLQ,IAS,AZ,733
BLQ,LIS,AZ,319 320
BLQ,SVO,AZ,320
BOS,FCO,AZ,330 332
BRE,AMS,AZ,F70
BRI,FCO,AZ,319 32S 321 E75 320
BRI,TIA,AZ,319
BRI,TRN,AZ,319
BRS,AMS,AZ,E90
BRU,FCO,AZ,32S 320 319
BRU,LIN,AZ,E75 E90
BUD,FCO,AZ,32S 319
BZO,FCO,AZ,S20
CAG,FCO,AZ,321 320 319 32S
CAG,LIN,AZ,319 E75 320 32S E90
CAI,FCO,AZ,319 32S
CAI,MXP,AZ,32S 319
CCS,FCO,AZ,330
CGK,AUH,AZ,77W 332
CGN,AMS,AZ,F70
CIY,LIN,AZ,E90
CLJ,OTP,AZ,318 AT7 AT5
CMB,FCO,AZ,332 343
CPH,FCO,AZ,32S 319
CPT,AMS,AZ,777
CTA,FCO,AZ,32S 319 321 320
CTA,NAP,AZ,E75
CTU,AUH,AZ,332
CWL,AMS,AZ,F70
DEL,FCO,AZ,333
DEL,TPE,AZ,333
DUS,AMS,AZ,F70
DXB,AMS,AZ,777
EVN,FCO,AZ,32S 319
FCO,AGP,AZ,319 320
FCO,AMM,AZ,319 32S
FCO,AMS,AZ,321 32S 320 319
FCO,AOI,AZ,E75
FCO,AUH,AZ,330
FCO,BCN,AZ,320 32S 319 321
FCO,BDS,AZ,319 32S 321 320
FCO,BEG,AZ,E90 E75 32S 319
FCO,BEY,AZ,32S 319 320
FCO,BIO,AZ,320 32S
FCO,BLQ,AZ,319 E75
FCO,BOS,AZ,330 332
FCO,BRI,AZ,32S 321 319 320
FCO,BRU,AZ,32S 320 319
FCO,BUD,AZ,32S 319
FCO,BZO,AZ,S20
FCO,CAG,AZ,319 32S 320 321
FCO,CAI,AZ,32S 319
FCO,CCS,AZ,330
FCO,CMB,AZ,332 343
FCO,CPH,AZ,32S 319
FCO,CTA,AZ,321 32S 319 320
FCO,DEL,AZ,333
FCO,EVN,AZ,32S 319
FCO,FLR,AZ,319
FCO,FRA,AZ,319 E75 E90 32S
FCO,GIG,AZ,330
FCO,GOA,AZ,E75 319 32S 320 E90
FCO,GRU,AZ,772
FCO,GVA,AZ,32S E75 319 E90
FCO,GYD,AZ,319
FCO,IAS,AZ,733
FCO,ICN,AZ,744
FCO,IKA,AZ,320
FCO,IST,AZ,321 32S 320
FCO,JED,AZ,320
FCO,KBP,AZ,32S
FCO,KIX,AZ,330
FCO,KWI,AZ,340
FCO,LAX,AZ,772
FCO,LED,AZ,32S 319
FCO,LIN,AZ,32S 319 E75 320 E90 321
FCO,LIS,AZ,320 321 319
FCO,LOS,AZ,330
FCO,LUX,AZ,DH4
FCO,MAD,AZ,32S 319 321 320
FCO,MIA,AZ,772 330
FCO,MLA,AZ,32S 320
FCO,MUC,AZ,319 32S
FCO,MXP,AZ,E75 E90
FCO,NAP,AZ,32S 319
FCO,NRT,AZ,772
FCO,OPO,AZ,100
FCO,ORN,AZ,E75
FCO,OTP,AZ,32S 319
FCO,PMO,AZ,E75 32S 320 321 319
FCO,PRG,AZ,32S
FCO,PSA,AZ,319 E75
FCO,PVG,AZ,332
FCO,REG,AZ,320 319
FCO,RIX,AZ,73C
FCO,RUH,AZ,320
FCO,SKG,AZ,E75 E90
FCO,SKP,AZ,E75
FCO,SOF,AZ,321 319
FCO,SUF,AZ,32S 321 320 319
FCO,SVO,AZ,32S 319 321
FCO,TBS,AZ,E90
FCO,TGD,AZ,E75 100
FCO,TIA,AZ,32S 319 E90 E75
FCO,TRN,AZ,32S 319 320 E75
FCO,TRS,AZ,32S 319 E75 320
FCO,TUN,AZ,32S 319 E90 E75
FCO,VCE,AZ,E90 32S E75 319 320
FCO,VLC,AZ,32S
FCO,VRN,AZ,32S E75 319
FCO,WAW,AZ,32S
FCO,ZRH,AZ,E75 E90 32S
FLR,AMS,AZ,E90
FLR,FCO,AZ,319
FLR,GVA,AZ,S20
FRA,FCO,AZ,319 E75 E90 32S
FRA,HAN,AZ,777
FRA,LIN,AZ,E75
FRA,SGN,AZ,777
FRU,SVO,AZ,319
GIG,FCO,AZ,330
GLA,AMS,AZ,737
GOA,FCO,AZ,319 32S E75 320 E90
GRU,FCO,AZ,772
GVA,FCO,AZ,32S E75 319 E90
GVA,FLR,AZ,S20
GYD,FCO,AZ,319
GYD,MXP,AZ,320
HAJ,AMS,AZ,E90 F70
HAN,FRA,AZ,777
HOU,ATL,AZ,M88
HUY,AMS,AZ,F70
IAS,BLQ,AZ,733
IAS,FCO,AZ,733
IAS,OTP,AZ,AT7 AT5
IAS,TRN,AZ,733
IBZ,MAD,AZ,E90
ICN,MXP,AZ,744
IKA,FCO,AZ,320
IST,FCO,AZ,32S 321 320
JED,FCO,AZ,320
JED,MXP,AZ,320
JFK,VCE,AZ,764
JNB,AUH,AZ,332
KBP,FCO,AZ,32S
KHI,AUH,AZ,320
KIX,FCO,AZ,330
KRS,AMS,AZ,F70 E90
KRT,AUH,AZ,320
KUL,AUH,AZ,332
KWI,FCO,AZ,340
LAX,FCO,AZ,772
LBA,AMS,AZ,F70
LCG,MAD,AZ,E90
LED,FCO,AZ,32S 319
LED,MXP,AZ,320
LIM,AMS,AZ,77W 777
LIN,AHO,AZ,319
LIN,BCN,AZ,E75
LIN,BDS,AZ,E90
LIN,BRU,AZ,E75 E90
LIN,CAG,AZ,319 E75 320 32S E90
LIN,CIY,AZ,E90
LIN,FCO,AZ,E90 32S 320 319 E75 321
LIN,FRA,AZ,E75
LIN,OTP,AZ,320 32S 319
LIN,PRG,AZ,319 E75
LIN,PSR,AZ,319 32S
LIN,REG,AZ,320
LIN,SUF,AZ,319 E75
LIN,TRS,AZ,E75 32S
LIN,VIE,AZ,E75
LIN,WAW,AZ,319 E75
LIS,BLQ,AZ,319 320
LIS,FCO,AZ,321 319 320
LIS,MXP,AZ,320 319
LIS,VCE,AZ,319
LUX,FCO,AZ,DH4
LUX,MXP,AZ,DH4 ER4
MAD,FCO,AZ,321 32S 319 320
MAD,FUE,AZ,738
MAD,IBZ,AZ,738 E90
MAD,LCG,AZ,E90
MAD,LPA,AZ,738 332
MAD,PMI,AZ,738 E90
MAD,TFN,AZ,738 332
MEL,AUH,AZ,77W
MIA,FCO,AZ,772 330
MLA,FCO,AZ,32S 320
MLE,AUH,AZ,320
MME,AMS,AZ,F70
MUC,FCO,AZ,319 32S
MXP,AUH,AZ,332
MXP,BEG,AZ,733
MXP,BEY,AZ,320
MXP,CAI,AZ,32S 319
MXP,FCO,AZ,E75 E90
MXP,GYD,AZ,320
MXP,JED,AZ,320
MXP,LED,AZ,320
MXP,LIS,AZ,319 320
MXP,LUX,AZ,DH4 ER4
MXP,NRT,AZ,772
MXP,OPO,AZ,ER4 100
MXP,RIX,AZ,73C 735
MXP,RUH,AZ,320
MXP,SOF,AZ,E90
MXP,SVO,AZ,32S 319
MXP,TUN,AZ,319 32S
NAP,CTA,AZ,E75
NAP,FCO,AZ,32S E75 319
NAP,PMO,AZ,E75
NAP,TRN,AZ,319 E75
NAP,TRS,AZ,E75
NBO,AMS,AZ,747
NBO,AUH,AZ,320
NRT,FCO,AZ,772
NRT,MXP,AZ,772
NRT,VCE,AZ,772
NWI,AMS,AZ,F70
OLB,RIX,AZ,73C
OMR,OTP,AZ,AT5
OPO,FCO,AZ,100
OPO,MXP,AZ,ER4 100
ORN,FCO,AZ,E75
OTP,BAY,AZ,AT5
OTP,CLJ,AZ,AT7 318
OTP,FCO,AZ,32S 319
OTP,IAS,AZ,AT7
OTP,LIN,AZ,320 32S 319
OTP,OMR,AZ,AT5
OTP,SUJ,AZ,AT5
OTP,TSR,AZ,733 318 310 AT7 AT5
PEK,AUH,AZ,332
PMI,BCN,AZ,E90 738
PMI,MAD,AZ,738 E90
PMO,FCO,AZ,319 321 E75 32S 320
PMO,NAP,AZ,E75
PRG,FCO,AZ,32S
PRG,LIN,AZ,319 E75
PSA,FCO,AZ,E75 319 E90
PSR,LIN,AZ,319 32S
PTY,AMS,AZ,777 77W
PVG,FCO,AZ,332
REG,FCO,AZ,320 319
REG,LIN,AZ,320
REG,TRN,AZ,319
RIX,FCO,AZ,73C
RIX,MXP,AZ,73C 735
RIX,OLB,AZ,73C
RIX,VCE,AZ,73C 735
RUH,FCO,AZ,320
RUH,MXP,AZ,320
SEZ,AUH,AZ,320
SGN,FRA,AZ,777
SKG,FCO,AZ,E75 E90
SKP,FCO,AZ,E75
SOF,FCO,AZ,321 319
SOF,MXP,AZ,E90
SUF,FCO,AZ,321 32S 320 319
SUF,LIN,AZ,319 E75
SUJ,OTP,AZ,AT5
SVG,AMS,AZ,737 E90 F70
SVO,BLQ,AZ,320
SVO,FCO,AZ,321 32S 319
SVO,FRU,AZ,319 321
SVO,MXP,AZ,32S 319
SVO,TAS,AZ,321
SVO,VCE,AZ,321 320
SYD,AUH,AZ,77W 346
TAS,SVO,AZ,321
TBS,FCO,AZ,E90
TFN,MAD,AZ,738 332
TGD,FCO,AZ,E75 100
TGM,OTP,AZ,AT5
TIA,BRI,AZ,32S 319
TIA,FCO,AZ,32S 319 E90 E75
TIA,TRN,AZ,319 320 32S
TPE,DEL,AZ,333
TRD,AMS,AZ,E90
TRF,AMS,AZ,E90
TRN,AHO,AZ,319
TRN,BRI,AZ,319
TRN,FCO,AZ,32S 319 320 E75
TRN,IAS,AZ,733
TRN,NAP,AZ,319 E75
TRN,REG,AZ,319
TRN,TIA,AZ,320 32S
TRS,FCO,AZ,32S E75 319 320
TRS,LIN,AZ,E75
TRS,NAP,AZ,E75
TSR,OTP,AZ,318 733 AT7
TUN,FCO,AZ,32S 319 E90 E75
TUN,MXP,AZ,319 32S
TXL,AMS,AZ,737
VCE,AMS,AZ,737
VCE,FCO,AZ,E90 32S E75 319 320
VCE,JFK,AZ,764
VCE,LIS,AZ,319
VCE,NRT,AZ,772
VCE,RIX,AZ,73C 735
VCE,SVO,AZ,321 320
VIE,LIN,AZ,E75
VLC,FCO,AZ,32S
VRN,FCO,AZ,32S E75 319
WAW,FCO,AZ,32S
WAW,LIN,AZ,319 E75
ZRH,FCO,AZ,E75 E90 32S
AER,MSQ,B2,735 CRJ
AMS,MSQ,B2,735 733
ARN,MSQ,B2,CRJ
ASB,MSQ,B2,735
AUH,MSQ,B2,319
BCN,MSQ,B2,E75 733 735
BEG,BUD,B2,CRJ 735
BEY,MSQ,B2,CRJ
BUD,BEG,B2,CRJ 735
BUD,MSQ,B2,CRJ 735
BUS,MSQ,B2,CRJ
CDG,MSQ,B2,733
DME,MSQ,B2,735 CRJ E95 733
EVN,MSQ,B2,E75
FCO,MSQ,B2,735
FRA,MSQ,B2,735 E75
GVA,MSQ,B2,E75 E95
GYD,MSQ,B2,735
HAJ,MSQ,B2,CRJ
IKA,MSQ,B2,E75
IST,MSQ,B2,733 E75
KBP,MSQ,B2,E75 CRJ
KGD,MSQ,B2,CRJ
KRR,MSQ,B2,735
KUF,MSQ,B2,CRJ
KUT,MSQ,B2,CRJ
LCA,MSQ,B2,733
LED,MSQ,B2,CRJ E75 E95
LGW,MSQ,B2,735 E75
MSQ,AER,B2,735 CRJ
MSQ,AMS,B2,735 733
MSQ,ARN,B2,CRJ
MSQ,ASB,B2,735
MSQ,AUH,B2,319
MSQ,BCN,B2,E75 733 735
MSQ,BEY,B2,CRJ
MSQ,BUD,B2,CRJ 735
MSQ,BUS,B2,CRJ
MSQ,CDG,B2,733
MSQ,DME,B2,735 CRJ E95 733
MSQ,EVN,B2,E75
MSQ,FCO,B2,735
MSQ,FRA,B2,735 E75
MSQ,GVA,B2,E75 E95
MSQ,GYD,B2,735
MSQ,HAJ,B2,CRJ
MSQ,IKA,B2,E75
MSQ,IST,B2,733 E75
MSQ,KBP,B2,E75 CRJ
MSQ,KGD,B2,CRJ
MSQ,KRR,B2,735
MSQ,KUF,B2,CRJ
MSQ,KUT,B2,CRJ
MSQ,LCA,B2,733
MSQ,LED,B2,CRJ E75 E95
MSQ,LGW,B2,735 E75
MSQ,MXP,B2,735
MSQ,NCE,B2,E75
MSQ,PRG,B2,E75 E95 733
MSQ,RIX,B2,CRJ
MSQ,SVX,B2,CRJ
MSQ,SXF,B2,CRJ
MSQ,TBS,B2,735
MSQ,TLV,B2,733
MSQ,TSE,B2,735
MSQ,VIE,B2,F70
MSQ,VNO,B2,CRJ
MSQ,WAW,B2,735 CRJ E75
MXP,MSQ,B2,735
NCE,MSQ,B2,E75
PRG,MSQ,B2,E75 E95 733
RIX,MSQ,B2,CRJ
SVX,MSQ,B2,CRJ
SXF,MSQ,B2,CRJ
TBS,MSQ,B2,735
TLV,MSQ,B2,733
TSE,MSQ,B2,735
VIE,MSQ,B2,F70
VNO,MSQ,B2,CRJ
WAW,MSQ,B2,735 CRJ E75
ASV,WIL,B5,CNA
HAH,MBA,B5,F28
HGA,WJR,B5,CRJ
KTL,WIL,B5,CNA
LKG,WIL,B5,BE1
MBA,HAH,B5,F28
MGQ,WJR,B5,CRJ F28 DH8
MRE,WIL,B5,CNA
MYD,WIL,B5,BE1
NBO,WJR,B5,CRJ
UKA,WIL,B5,BE1
WIL,ASV,B5,CNA
WIL,KTL,B5,CNA
WIL,LAU,B5,BE1
WIL,LKG,B5,BE1
WIL,MRE,B5,CNA
WIL,UKA,B5,BE1
WIL,WJR,B5,BE1
WJR,HGA,B5,CRJ
WJR,MGQ,B5,CRJ
WJR,NBO,B5,CRJ F28
WJR,WIL,B5,BE1
ABQ,JFK,B6,320
AUA,BOS,B6,320
AUA,JFK,B6,320
AUS,BOS,B6,E90
AUS,FLL,B6,E90
AUS,LGB,B6,320
AUS,MCO,B6,E90 320
AUS,SFO,B6,320
AZS,JFK,B6,320
BDL,FLL,B6,320
BDL,MCO,B6,320
BDL,PBI,B6,E90
BDL,SJU,B6,320
BDL,TPA,B6,320
BGI,JFK,B6,321
BOS,AUA,B6,320
BOS,AUS,B6,E90
BOS,BWI,B6,E90
BOS,CHS,B6,E90
BOS,DEN,B6,320
BOS,DTW,B6,E90
BOS,DXB,B6,77L
BOS,EWR,B6,E90
BOS,FLL,B6,320 E90
BOS,HOU,B6,E90
BOS,IAD,B6,E90
BOS,JAX,B6,E90
BOS,LAS,B6,320
BOS,LGB,B6,320
BOS,MCO,B6,320 E90
BOS,MSY,B6,E90
BOS,NAS,B6,E90
BOS,PBI,B6,320 E90
BOS,PLS,B6,320
BOS,PUJ,B6,320
BOS,RDU,B6,E90
BOS,RSW,B6,320
BOS,SAV,B6,E90
BOS,SDQ,B6,320
BOS,SFO,B6,320
BOS,SJC,B6,320
BOS,SJU,B6,320
BOS,STI,B6,320
BOS,STT,B6,320
BOS,SXM,B6,320
BOS,TPA,B6,320
BQN,JFK,B6,320
BQN,MCO,B6,320
BTV,JFK,B6,E90
BUF,JFK,B6,E90 320
BUF,MCO,B6,320
BUR,JFK,B6,320
BWI,BOS,B6,E90
CHS,BOS,B6,E90
CHS,JFK,B6,320
CTG,JFK,B6,320
CUN,FLL,B6,E90 320
DCA,SJU,B6,320
DEN,BOS,B6,320
DEN,JFK,B6,320
DFW,DXB,B6,77L
DTW,BOS,B6,E90
DXB,BOS,B6,77L
DXB,DFW,B6,77L
DXB,IAD,B6,77W
DXB,IAH,B6,77W
DXB,JFK,B6,388
DXB,LAX,B6,388
DXB,MXP,B6,77W
DXB,SEA,B6,77W
DXB,SFO,B6,77W
EWR,BOS,B6,E90
EWR,FLL,B6,320
EWR,MCO,B6,320
EWR,PBI,B6,320
EWR,RSW,B6,320
EWR,SJU,B6,320
EWR,STI,B6,320
EWR,TPA,B6,320
FLL,AUS,B6,E90
FLL,BDL,B6,320
FLL,BOS,B6,320 E90
FLL,CUN,B6,E90 320
FLL,EWR,B6,320
FLL,HPN,B6,E90
FLL,JFK,B6,320 E90
FLL,KIN,B6,E90
FLL,LAX,B6,320
FLL,LGA,B6,320
FLL,LIM,B6,320
FLL,MBJ,B6,E90
FLL,MDE,B6,320
FLL,NAS,B6,320 E90
FLL,ORH,B6,E90
FLL,POS,B6,320
FLL,PUJ,B6,320
FLL,PVD,B6,320
FLL,RDU,B6,E90
FLL,RIC,B6,E90
FLL,SDQ,B6,320
FLL,SFO,B6,320
FLL,SJO,B6,320
FLL,SJU,B6,320 E90
FLL,SWF,B6,E90
GCM,JFK,B6,320
HOU,BOS,B6,E90
HOU,JFK,B6,E90
HPN,FLL,B6,E90
HPN,MCO,B6,320 E90
HPN,PBI,B6,E90
HPN,RSW,B6,E90
HPN,TPA,B6,E90
IAD,BOS,B6,E90
IAD,DXB,B6,77W
IAD,JFK,B6,E90
IAD,LGB,B6,320
IAH,DXB,B6,77W
JAX,BOS,B6,E90
JAX,JFK,B6,320
JAX,SJU,B6,E90
JFK,ABQ,B6,320
JFK,AUA,B6,320
JFK,AZS,B6,320
JFK,BGI,B6,321
JFK,BQN,B6,320
JFK,BTV,B6,E90
JFK,BUF,B6,E90 320
JFK,BUR,B6,320
JFK,CHS,B6,320
JFK,CTG,B6,320
JFK,DEN,B6,320
JFK,DXB,B6,388
JFK,FLL,B6,320 E90
JFK,GCM,B6,320
JFK,HOU,B6,E90
JFK,IAD,B6,E90
JFK,JAX,B6,320
JFK,JNB,B6,346
JFK,KIN,B6,320
JFK,LGB,B6,320
JFK,LIR,B6,320
JFK,LRM,B6,320
JFK,MBJ,B6,320
JFK,NAS,B6,320 E90
JFK,OAK,B6,320
JFK,PBI,B6,E90 320
JFK,PDX,B6,320
JFK,PLS,B6,320
JFK,POP,B6,320
JFK,POS,B6,320
JFK,PSE,B6,320
JFK,PUJ,B6,321 320
JFK,PWM,B6,E90
JFK,ROC,B6,E90
JFK,RSW,B6,320
JFK,SAV,B6,320
JFK,SDQ,B6,321 320
JFK,SJC,B6,320
JFK,SLC,B6,320
JFK,SMF,B6,320
JFK,SRQ,B6,E90
JFK,STI,B6,320 321
JFK,SYR,B6,E90
JFK,UVF,B6,320
JNB,JFK,B6,346
KIN,FLL,B6,E90
KIN,JFK,B6,320
LAS,BOS,B6,320
LAS,LGB,B6,320
LAX,DXB,B6,388
LAX,FLL,B6,320
LGA,FLL,B6,320
LGA,MCO,B6,320
LGA,RSW,B6,320
LGA,SRQ,B6,320
LGA,TPA,B6,320
LGB,AUS,B6,320
LGB,BOS,B6,320
LGB,IAD,B6,320
LGB,JFK,B6,320
LGB,LAS,B6,320
LGB,OAK,B6,320
LGB,SFO,B6,320
LGB,SLC,B6,320
LGB,SMF,B6,320
LIM,FLL,B6,320
LIR,JFK,B6,320
LRM,JFK,B6,320
MBJ,FLL,B6,E90
MBJ,JFK,B6,320
MBJ,MCO,B6,320
MCO,AUS,B6,E90 320
MCO,BDL,B6,320
MCO,BOS,B6,320 E90
MCO,BQN,B6,320
MCO,BUF,B6,320
MCO,EWR,B6,320
MCO,HPN,B6,320 E90
MCO,LGA,B6,320
MCO,MBJ,B6,320
MCO,NAS,B6,E90
MCO,ORH,B6,E90
MCO,PSE,B6,320
MCO,PVD,B6,320
MCO,RIC,B6,E90
MCO,SDQ,B6,E90
MCO,SJO,B6,320
MCO,SJU,B6,E90 320
MCO,SWF,B6,E90
MCO,SYR,B6,320 E90
MDE,FLL,B6,320
MSY,BOS,B6,E90
MXP,DXB,B6,77W
NAS,BOS,B6,E90
NAS,FLL,B6,320 E90
NAS,JFK,B6,320 E90
NAS,MCO,B6,E90
OAK,JFK,B6,320
OAK,LGB,B6,320
ORH,FLL,B6,E90
ORH,MCO,B6,E90
PBI,BDL,B6,E90
PBI,BOS,B6,320 E90
PBI,EWR,B6,320
PBI,HPN,B6,E90
PBI,JFK,B6,320 E90
PBI,SJU,B6,E90
PDX,JFK,B6,320
PLS,BOS,B6,320
PLS,JFK,B6,320
POP,JFK,B6,320
POS,FLL,B6,320
POS,JFK,B6,320
PSE,JFK,B6,320
PSE,MCO,B6,320
PUJ,BOS,B6,320
PUJ,FLL,B6,320
PUJ,JFK,B6,321 320
PUJ,SJU,B6,320
PVD,FLL,B6,320
PVD,MCO,B6,320
PWM,JFK,B6,E90
RDU,BOS,B6,E90
RDU,FLL,B6,E90
RIC,FLL,B6,E90
RIC,MCO,B6,E90
ROC,JFK,B6,E90
RSW,BOS,B6,320
RSW,EWR,B6,320
RSW,HPN,B6,E90
RSW,JFK,B6,320
RSW,LGA,B6,320
SAV,BOS,B6,E90
SAV,JFK,B6,320
SDQ,BOS,B6,320
SDQ,FLL,B6,320
SDQ,JFK,B6,320 321
SDQ,MCO,B6,E90
SDQ,SJU,B6,E90 320
SEA,DXB,B6,77W
SFO,AUS,B6,320
SFO,BOS,B6,320
SFO,DXB,B6,77W
SFO,FLL,B6,320
SFO,LGB,B6,320
SJC,BOS,B6,320
SJC,JFK,B6,320
SJO,FLL,B6,320
SJO,MCO,B6,320
SJU,BDL,B6,320
SJU,BOS,B6,320
SJU,DCA,B6,320
SJU,EWR,B6,320
SJU,FLL,B6,320 E90
SJU,JAX,B6,E90
SJU,MCO,B6,E90 320
SJU,PBI,B6,E90
SJU,PUJ,B6,320
SJU,SDQ,B6,E90 320
SJU,STI,B6,E90
SJU,SXM,B6,E90
SJU,TPA,B6,320
SLC,JFK,B6,320
SLC,LGB,B6,320
SMF,JFK,B6,320
SMF,LGB,B6,320
SRQ,JFK,B6,E90
SRQ,LGA,B6,320
STI,BOS,B6,320
STI,EWR,B6,320
STI,JFK,B6,321 320
STI,SJU,B6,E90
SWF,FLL,B6,E90
SWF,MCO,B6,E90
SXM,BOS,B6,320
SXM,SJU,B6,E90
SYR,JFK,B6,E90
SYR,MCO,B6,E90 320
TPA,BDL,B6,320
TPA,BOS,B6,320
TPA,EWR,B6,320
TPA,HPN,B6,E90
TPA,LGA,B6,320
TPA,SJU,B6,320
UVF,JFK,B6,320
CAN,RMQ,B7,M90
CKG,TPE,B7,M90
CSX,RMQ,B7,M90
DLC,TPE,B7,332 321 738
FOC,KHH,B7,M90
FOC,TPE,B7,M90
HAN,KHH,B7,M90
KHH,FOC,B7,M90
KHH,HAN,B7,M90
KHH,KMG,B7,M90
KHH,SGN,B7,M90
KHH,TAO,B7,M90
KMG,KHH,B7,M90
NKG,RMQ,B7,M90
PVG,TSA,B7,321
RMQ,CAN,B7,M90
RMQ,CSX,B7,M90
RMQ,NKG,B7,M90
RMQ,SZX,B7,M90
RMQ,XMN,B7,M90
SGN,KHH,B7,M90
SZX,RMQ,B7,M90
SZX,TPE,B7,738 74E
TAO,KHH,B7,M90
TAO,TPE,B7,74E 738
TPE,CKG,B7,M90
TPE,DLC,B7,332 321 738
TPE,FOC,B7,M90
TPE,SZX,B7,74E 738
TPE,TAO,B7,74E 738
TPE,XIY,B7,321 738
TSA,PVG,B7,321
TSA,XMN,B7,321
XIY,TPE,B7,738 321
XMN,RMQ,B7,M90
XMN,TSA,B7,321
ABD,MHD,B9,M82
ABD,THR,B9,M82
AWZ,IFN,B9,M82
AWZ,KIH,B9,M82
AWZ,MHD,B9,M82
AWZ,SRY,B9,M82
AWZ,SYZ,B9,M82
AWZ,THR,B9,M82
AZD,MHD,B9,M82
BND,MHD,B9,M82
IFN,AWZ,B9,M82
IFN,MHD,B9,M82
KIH,AWZ,B9,M82
KIH,SYZ,B9,M82
KSH,MHD,B9,M82
KSH,THR,B9,M82
MHD,ABD,B9,M82
MHD,AWZ,B9,M82
MHD,AZD,B9,M82
MHD,BND,B9,M82
MHD,IFN,B9,M82
MHD,KSH,B9,M82
MHD,RAS,B9,M82
MHD,SRY,B9,M82
MHD,SYZ,B9,M82
MHD,TBZ,B9,M82
MHD,THR,B9,M82
MHD,ZAH,B9,M82
RAS,MHD,B9,M82
SRY,AWZ,B9,M82
SRY,MHD,B9,M82
SYZ,AWZ,B9,M82
SYZ,KIH,B9,M82
SYZ,MHD,B9,M82
SYZ,THR,B9,M82
TBZ,MHD,B9,M82
TBZ,THR,B9,M82
THR,ABD,B9,M82
THR,AWZ,B9,M82
